source,#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
,#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
Amherst,1.0,"Day, Garrett 1 Day, Garrett",24.0,23.0,673,28.0,114,323,0.353,72,219,0.329,68,77,0.883,368,15.3,10,66,76,3.2,38,34,43,32,2,View Bio
Amherst,11.0,"Robinson, Grant 11 Robinson, Grant",20.0,19.0,590,29.5,96,257,0.374,30,87,0.345,55,64,0.859,277,13.9,10,85,95,4.8,22,75,32,20,5,View Bio
Amherst,15.0,"McCarthy, Tim 15 McCarthy, Tim",11.0,8.0,263,23.9,42,98,0.429,28,67,0.418,4,5,0.8,116,10.5,5,31,36,3.3,16,15,10,10,1,View Bio
Amherst,2.0,"Reynolds, Canin 2 Reynolds, Canin",18.0,4.0,353,19.6,46,144,0.319,26,90,0.289,11,15,0.733,129,7.2,3,38,41,2.3,21,36,27,19,1,View Bio
Amherst,13.0,"Schretter, Michael 13 Schretter, Michael",24.0,23.0,475,19.8,67,115,0.583,0,3,0.0,18,29,0.621,152,6.3,60,79,139,5.8,52,32,36,5,11,View Bio
Amherst,23.0,"Vance, Ryker 23 Vance, Ryker",19.0,14.0,345,18.2,43,76,0.566,1,5,0.2,30,46,0.652,117,6.2,40,48,88,4.6,24,13,12,7,21,View Bio
Amherst,5.0,"Alausa, Mohammed 5 Alausa, Mohammed",18.0,1.0,193,10.7,29,62,0.468,5,22,0.227,20,27,0.741,83,4.6,9,35,44,2.4,16,8,14,3,5,View Bio
Amherst,21.0,"Oranye, Beluolisah 21 Oranye, Beluolisah",9.0,0.0,108,12.0,17,24,0.708,0,0,0.0,7,14,0.5,41,4.6,11,23,34,3.8,14,8,8,1,4,View Bio
Amherst,40.0,"Scherer, Will 40 Scherer, Will",22.0,6.0,270,12.3,44,69,0.638,0,0,0.0,8,20,0.4,96,4.4,34,66,100,4.5,46,11,22,7,22,View Bio
Amherst,31.0,"Helmke, Noah 31 Helmke, Noah",24.0,1.0,257,10.7,37,86,0.43,21,54,0.389,5,7,0.714,100,4.2,14,57,71,3.0,28,11,14,3,4,View Bio
Amherst,4.0,"Mitchell, C.J. 4 Mitchell, C.J.",16.0,1.0,129,8.1,19,39,0.487,12,26,0.462,3,5,0.6,53,3.3,2,11,13,0.8,5,16,5,6,0,View Bio
Amherst,33.0,"Schlakman, Dan 33 Schlakman, Dan",24.0,0.0,339,14.1,34,79,0.43,0,8,0.0,11,19,0.579,79,3.3,23,58,81,3.4,50,22,34,5,6,View Bio
Amherst,3.0,"Allen, Devonn 3 Allen, Devonn",24.0,19.0,445,18.5,25,88,0.284,11,54,0.204,12,17,0.706,73,3.0,14,43,57,2.4,36,19,32,16,3,View Bio
Amherst,14.0,"Maguire, Isa 14 Maguire, Isa",7.0,0.0,35,5.0,9,14,0.643,0,1,0.0,1,2,0.5,19,2.7,6,4,10,1.4,2,1,4,0,0,View Bio
Amherst,30.0,"Phelan, Will 30 Phelan, Will",21.0,1.0,328,15.6,13,51,0.255,3,28,0.107,14,19,0.737,43,2.0,9,28,37,1.8,28,22,14,8,2,View Bio
Amherst,20.0,"Sommers, Bobby 20 Sommers, Bobby",13.0,0.0,65,5.0,6,13,0.462,2,2,1.0,1,3,0.333,15,1.2,6,12,18,1.4,3,3,3,0,1,View Bio
Amherst,10.0,"Zarroug, Yaya 10 Zarroug, Yaya",6.0,0.0,33,5.5,1,1,1.0,0,0,0.0,4,6,0.667,6,1.0,2,5,7,1.2,4,8,2,1,0,View Bio
Amherst,,Total,24.0,,4901,204.2,642,1539,0.417,211,666,0.317,272,375,0.725,1767,73.63,298,740,1038,43.3,405,334,320,143,88,
Amherst,,Opponents,,,4902,204.3,520,1400,0.371,157,542,0.29,266,404,0.658,1463,60.96,206,638,844,35.2,367,199,325,145,88,
Bates,2.0,"Baxter, Stephon 02 Baxter, Stephon",21.0,20.0,736,35.0,158,384,0.411,45,146,0.308,68,78,0.872,429,20.4,13,54,67,3.2,49,70,56,26,0,View Bio
Bates,4.0,"Primer, Jahmir 04 Primer, Jahmir",19.0,17.0,555,29.2,88,213,0.413,19,59,0.322,44,69,0.638,239,12.6,16,58,74,3.9,39,48,68,23,5,View Bio
Bates,5.0,"McCormick, Simon 05 McCormick, Simon",20.0,15.0,565,28.3,72,193,0.373,54,155,0.348,5,7,0.714,203,10.2,13,52,65,3.3,44,42,20,29,1,View Bio
Bates,22.0,"Spence, Raheem 22 Spence, Raheem",10.0,7.0,289,28.9,25,69,0.362,7,28,0.25,15,19,0.789,72,7.2,14,74,88,8.8,19,20,19,18,3,View Bio
Bates,11.0,"Iwowo, Jacob 11 Iwowo, Jacob",15.0,13.0,329,21.9,38,102,0.373,13,51,0.255,7,14,0.5,96,6.4,9,49,58,3.9,24,23,27,8,12,View Bio
Bates,0.0,"Fesiienko, Taras 00 Fesiienko, Taras",5.0,3.0,91,18.2,13,36,0.361,4,15,0.267,2,4,0.5,32,6.4,1,20,21,4.2,8,10,13,2,0,View Bio
Bates,23.0,"Sarr, Omar 23 Sarr, Omar",14.0,13.0,268,19.1,37,66,0.561,0,0,0.0,6,16,0.375,80,5.7,57,71,128,9.1,33,5,15,5,20,View Bio
Bates,3.0,"Sachs, Drew 03 Sachs, Drew",18.0,1.0,261,14.5,33,91,0.363,22,59,0.373,4,5,0.8,92,5.1,4,13,17,0.9,21,13,19,14,0,View Bio
Bates,15.0,"Nadeau, Grant 15 Nadeau, Grant",10.0,5.0,211,21.1,15,38,0.395,6,16,0.375,12,15,0.8,48,4.8,4,16,20,2.0,22,8,17,5,2,View Bio
Bates,21.0,"Ward, Stephen 21 Ward, Stephen",17.0,5.0,266,15.6,33,67,0.493,0,1,0.0,8,40,0.2,74,4.4,33,65,98,5.8,37,7,18,16,6,View Bio
Bates,14.0,"Harris, Devin 14 Harris, Devin",12.0,1.0,126,10.5,22,38,0.579,0,0,0.0,5,16,0.313,49,4.1,19,42,61,5.1,21,2,8,3,9,View Bio
Bates,1.0,"Gotham, Trace 01 Gotham, Trace",9.0,1.0,152,16.9,12,27,0.444,1,6,0.167,4,6,0.667,29,3.2,3,11,14,1.6,13,8,9,5,5,View Bio
Bates,33.0,"Snoddy, Andrew 33 Snoddy, Andrew",7.0,0.0,102,14.6,8,13,0.615,2,2,1.0,2,3,0.667,20,2.9,6,17,23,3.3,5,2,7,4,3,View Bio
Bates,34.0,"Riley, Cam 34 Riley, Cam",5.0,0.0,43,8.6,3,6,0.5,0,0,0.0,4,4,1.0,10,2.0,3,10,13,2.6,4,1,1,0,2,View Bio
Bates,12.0,"Aruwajoye, Kenny 12 Aruwajoye, Kenny",10.0,3.0,123,12.3,6,20,0.3,0,0,0.0,1,3,0.333,13,1.3,11,21,32,3.2,26,4,4,2,8,View Bio
Bates,13.0,"Fan, Reggie 13 Fan, Reggie",6.0,0.0,16,2.7,2,4,0.5,1,2,0.5,0,1,0.0,5,0.8,0,1,1,0.2,0,2,0,0,0,View Bio
Bates,31.0,"Rybeck, Linc 31 Rybeck, Linc",8.0,0.0,41,5.1,2,10,0.2,0,3,0.0,0,0,0.0,4,0.5,1,4,5,0.6,7,5,3,1,0,View Bio
Bates,12.0,"Aruwajoye, Kenny 12 Aruwajoye, Kenny",2.0,1.0,10,5.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0.0,0,1,1,0.5,1,0,0,0,1,View Bio
Bates,24.0,"Collins, Joe 24 Collins, Joe",5.0,0.0,13,2.6,0,5,0.0,0,3,0.0,0,0,0.0,0,0.0,0,1,1,0.2,2,1,1,0,0,View Bio
Bates,32.0,"McLaughlin, Garvin 32 McLaughlin, Garvin",1.0,0.0,4,4.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,View Bio
Bates,,Total,21.0,,4201,200.0,567,1384,0.41,174,546,0.319,187,300,0.623,1495,71.19,234,619,853,40.6,376,271,310,161,77,
Bates,,Opponents,,,4200,200.0,539,1344,0.401,153,502,0.305,289,406,0.712,1520,72.38,230,617,847,40.3,296,273,298,163,58,
Cazenovia,4.0,"Bogart, Kobe 04 Bogart, Kobe",25.0,25.0,755,30.2,132,310,0.426,40,105,0.381,67,89,0.753,371,14.8,25,153,178,7.1,58,55,57,30,13,View Bio
Cazenovia,2.0,"Zehr, Aidan 02 Zehr, Aidan",1.0,1.0,21,21.0,4,5,0.8,3,4,0.75,1,2,0.5,12,12.0,1,2,3,3.0,3,1,0,1,1,View Bio
Cazenovia,20.0,"Hunter, Rashaun 20 Hunter, Rashaun",26.0,11.0,652,25.1,97,203,0.478,14,52,0.269,67,85,0.788,275,10.6,22,82,104,4.0,62,39,48,12,36,View Bio
Cazenovia,1.0,"Willmes Jr., Alan 01 Willmes Jr., Alan",22.0,6.0,510,23.2,84,181,0.464,18,61,0.295,33,52,0.635,219,10.0,42,75,117,5.3,29,19,45,12,6,View Bio
Cazenovia,3.0,"Klein, Nate 03 Klein, Nate",24.0,22.0,608,25.3,95,204,0.466,15,52,0.288,24,46,0.522,229,9.5,8,74,82,3.4,57,57,53,22,4,View Bio
Cazenovia,5.0,"Jones, Thomas 05 Jones, Thomas",12.0,10.0,285,23.8,40,108,0.37,0,2,0.0,19,31,0.613,99,8.3,24,31,55,4.6,14,9,16,11,11,View Bio
Cazenovia,15.0,"Clarke, Amoni 15 Clarke, Amoni",26.0,26.0,705,27.1,65,172,0.378,16,47,0.34,24,35,0.686,170,6.5,24,106,130,5.0,78,70,52,22,4,View Bio
Cazenovia,10.0,"Shepard, Marcus 10 Shepard, Marcus",26.0,7.0,319,12.3,62,122,0.508,5,12,0.417,10,17,0.588,139,5.3,13,29,42,1.6,32,18,22,2,4,View Bio
Cazenovia,2.0,"Zehr, Aidan 02 Zehr, Aidan",25.0,12.0,436,17.4,39,103,0.379,25,76,0.329,12,14,0.857,115,4.6,6,23,29,1.2,30,22,21,15,1,View Bio
Cazenovia,1.0,"Willmes Jr., Alan 01 Willmes Jr., Alan",1.0,0.0,16,16.0,2,9,0.222,0,2,0.0,0,0,0.0,4,4.0,5,3,8,8.0,0,0,3,0,0,View Bio
Cazenovia,35.0,"Majors, Cam 35 Majors, Cam",22.0,8.0,288,13.1,29,61,0.475,12,28,0.429,14,21,0.667,84,3.8,16,43,59,2.7,15,20,12,12,8,View Bio
Cazenovia,42.0,"Decker, Blake 42 Decker, Blake",4.0,0.0,32,8.0,6,10,0.6,1,1,1.0,0,0,0.0,13,3.3,0,1,1,0.3,6,2,2,1,0,View Bio
Cazenovia,33.0,"Flaherty, Bobby 33 Flaherty, Bobby",16.0,0.0,102,6.4,17,38,0.447,8,19,0.421,1,4,0.25,43,2.7,4,17,21,1.3,13,4,8,0,4,View Bio
Cazenovia,0.0,"Singer, Max 00 Singer, Max",3.0,0.0,19,6.3,2,8,0.25,0,2,0.0,4,7,0.571,8,2.7,1,2,3,1.0,2,1,0,2,1,View Bio
Cazenovia,12.0,"Withers, Marshall 12 Withers, Marshall",17.0,0.0,138,8.1,14,36,0.389,7,20,0.35,10,10,1.0,45,2.6,4,14,18,1.1,10,15,8,3,1,View Bio
Cazenovia,23.0,"Garcia, Beenie 23 Garcia, Beenie",10.0,1.0,52,5.2,9,15,0.6,2,3,0.667,0,4,0.0,20,2.0,2,12,14,1.4,15,3,6,0,1,View Bio
Cazenovia,11.0,"Kraack, Garrett 11 Kraack, Garrett",9.0,0.0,70,7.8,5,17,0.294,3,10,0.3,1,3,0.333,14,1.6,1,6,7,0.8,11,12,4,2,0,View Bio
Cazenovia,24.0,"Wick, Brandon 24 Wick, Brandon",20.0,1.0,170,8.5,9,27,0.333,6,23,0.261,0,2,0.0,24,1.2,7,15,22,1.1,26,10,7,8,1,View Bio
Cazenovia,14.0,"Parker, Nate 14 Parker, Nate",7.0,0.0,32,4.6,3,9,0.333,0,3,0.0,1,2,0.5,7,1.0,2,5,7,1.0,4,5,1,2,0,View Bio
Cazenovia,13.0,"Hoyt, Owen 13 Hoyt, Owen",2.0,0.0,6,3.0,0,3,0.0,0,2,0.0,0,0,0.0,0,0.0,1,0,1,0.5,0,0,1,1,1,View Bio
Cazenovia,30.0,"Ramos, Kelton 30 Ramos, Kelton",2.0,0.0,7,3.5,0,2,0.0,0,2,0.0,0,0,0.0,0,0.0,0,1,1,0.5,0,0,0,0,0,View Bio
Cazenovia,,Total,26.0,,5223,200.9,714,1643,0.435,175,526,0.333,288,424,0.679,1891,72.73,242,748,990,38.1,466,362,370,158,97,
Cazenovia,,Opponents,,,5201,200.0,742,1743,0.426,183,540,0.339,367,537,0.683,2034,78.23,330,738,1068,41.1,426,378,313,196,99,
Hamilton,5.0,"Anderson, Eric 05 Anderson, Eric",18.0,13.0,472,26.2,79,167,0.473,32,69,0.464,18,23,0.783,208,11.6,33,62,95,5.3,44,22,28,22,9,View Bio
Hamilton,4.0,"Osarenren, Nick 04 Osarenren, Nick",23.0,22.0,710,30.9,97,255,0.38,10,43,0.233,44,83,0.53,248,10.8,65,116,181,7.9,55,42,56,58,42,View Bio
Hamilton,1.0,"Singh, Teja 01 Singh, Teja",13.0,7.0,279,21.5,53,126,0.421,21,56,0.375,5,7,0.714,132,10.2,12,19,31,2.4,32,27,23,9,2,View Bio
Hamilton,11.0,"Rood, Conner 11 Rood, Conner",18.0,18.0,510,28.3,62,155,0.4,9,29,0.31,47,65,0.723,180,10.0,18,78,96,5.3,35,71,66,20,9,View Bio
Hamilton,0.0,"Morgan, Hank 00 Morgan, Hank",13.0,4.0,247,19.0,47,116,0.405,12,47,0.255,15,21,0.714,121,9.3,18,30,48,3.7,19,17,14,12,1,View Bio
Hamilton,13.0,"Tirbaso, Elliott 13 Tirbaso, Elliott",22.0,21.0,644,29.3,65,179,0.363,22,72,0.306,31,37,0.838,183,8.3,23,44,67,3.0,36,38,31,9,8,View Bio
Hamilton,50.0,"Mogan, Patrick 50 Mogan, Patrick",24.0,24.0,544,22.7,75,174,0.431,1,13,0.077,23,39,0.59,174,7.3,56,104,160,6.7,54,43,38,28,35,View Bio
Hamilton,15.0,"Regan, Liam 15 Regan, Liam",25.0,15.0,592,23.7,59,186,0.317,34,111,0.306,14,30,0.467,166,6.6,20,64,84,3.4,50,29,18,21,12,View Bio
Hamilton,3.0,"McDaniel, Christian 03 McDaniel, Christian",25.0,1.0,274,11.0,25,74,0.338,8,30,0.267,13,22,0.591,71,2.8,23,29,52,2.1,55,12,18,11,3,View Bio
Hamilton,34.0,"Robinson, Graham 34 Robinson, Graham",23.0,0.0,265,11.5,25,74,0.338,12,39,0.308,3,6,0.5,65,2.8,15,36,51,2.2,24,3,15,5,5,View Bio
Hamilton,24.0,"Freishtat, Max 24 Freishtat, Max",15.0,0.0,82,5.5,10,30,0.333,9,24,0.375,6,9,0.667,35,2.3,2,7,9,0.6,7,2,4,4,2,View Bio
Hamilton,22.0,"Kane, Owen 22 Kane, Owen",25.0,0.0,319,12.8,13,49,0.265,4,25,0.16,23,32,0.719,53,2.1,14,44,58,2.3,28,8,17,5,4,View Bio
Hamilton,33.0,"Gordon, William 33 Gordon, William",10.0,0.0,47,4.7,3,8,0.375,1,4,0.25,3,6,0.5,10,1.0,1,5,6,0.6,11,2,3,0,1,View Bio
Hamilton,21.0,"Xu, Cooper 21 Xu, Cooper",15.0,0.0,61,4.1,0,8,0.0,0,5,0.0,6,6,1.0,6,0.4,1,7,8,0.5,6,6,7,1,0,View Bio
Hamilton,44.0,"Gagan, Brendan 44 Gagan, Brendan",3.0,0.0,3,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,1,1,0.3,0,0,0,0,0,View Bio
Hamilton,,Total,25.0,,5049,202.0,613,1601,0.383,175,567,0.309,251,386,0.65,1652,66.08,340,689,1029,41.2,456,322,348,205,133,
Hamilton,,Opponents,,,5050,202.0,552,1439,0.384,158,496,0.319,354,494,0.717,1616,64.64,261,707,968,38.7,366,289,387,188,62,
Middlebury,31.0,"Sobel, Alex 31 Sobel, Alex",24.0,23.0,692,28.8,178,324,0.549,2,3,0.667,81,125,0.648,439,18.3,88,202,290,12.1,83,56,57,21,87,View Bio
Middlebury,33.0,"Stevens, Sam 33 Stevens, Sam",23.0,23.0,784,34.1,131,319,0.411,62,165,0.376,90,112,0.804,414,18.0,19,117,136,5.9,34,35,46,12,8,View Bio
Middlebury,3.0,"Osher, Noah 03 Osher, Noah",24.0,24.0,842,35.1,139,337,0.412,35,104,0.337,83,94,0.883,396,16.5,5,97,102,4.3,46,65,61,17,1,View Bio
Middlebury,24.0,"Brennan, David 24 Brennan, David",24.0,24.0,701,29.2,77,140,0.55,0,0,0.0,33,51,0.647,187,7.8,91,116,207,8.6,66,41,41,26,9,View Bio
Middlebury,2.0,"Bobbett, Jaden 02 Bobbett, Jaden",24.0,22.0,742,30.9,47,141,0.333,16,61,0.262,34,57,0.596,144,6.0,14,69,83,3.5,51,87,67,23,1,View Bio
Middlebury,23.0,"Moore, Charley 23 Moore, Charley",23.0,1.0,267,11.6,32,81,0.395,2,17,0.118,13,20,0.65,79,3.4,15,22,37,1.6,18,15,13,3,2,View Bio
Middlebury,25.0,"Zodda, Thomas 25 Zodda, Thomas",21.0,1.0,285,13.6,31,51,0.608,0,1,0.0,10,16,0.625,72,3.4,23,48,71,3.4,17,14,9,2,11,View Bio
Middlebury,10.0,"Cisse, Lamine 10 Cisse, Lamine",15.0,0.0,101,6.7,11,23,0.478,0,4,0.0,11,16,0.688,33,2.2,11,10,21,1.4,13,8,15,6,1,View Bio
Middlebury,4.0,"Goldman, Nash 04 Goldman, Nash",12.0,2.0,97,8.1,7,31,0.226,6,24,0.25,3,4,0.75,23,1.9,1,5,6,0.5,9,5,7,5,0,View Bio
Middlebury,41.0,"Carlson, Peter 41 Carlson, Peter",16.0,0.0,137,8.6,9,16,0.563,0,0,0.0,3,4,0.75,21,1.3,9,23,32,2.0,7,8,7,1,3,View Bio
Middlebury,14.0,"Pitcher, Jackson 14 Pitcher, Jackson",17.0,0.0,111,6.5,5,15,0.333,1,4,0.25,1,4,0.25,12,0.7,9,7,16,0.9,13,4,9,2,0,View Bio
Middlebury,11.0,"Shin, Lucas 11 Shin, Lucas",20.0,0.0,150,7.5,4,24,0.167,3,15,0.2,2,2,1.0,13,0.7,2,16,18,0.9,10,12,13,6,0,View Bio
Middlebury,15.0,"Smith, Dean 15 Smith, Dean",9.0,0.0,16,1.8,2,5,0.4,1,2,0.5,1,2,0.5,6,0.7,0,4,4,0.4,1,0,1,0,1,View Bio
Middlebury,,Total,24.0,,4925,205.2,673,1507,0.447,128,400,0.32,365,507,0.72,1839,76.63,309,766,1075,44.8,368,350,349,124,124,
Middlebury,,Opponents,,,4925,205.2,634,1621,0.391,198,617,0.321,243,359,0.677,1709,71.21,235,559,794,33.1,437,290,259,194,52,
SUNY-Cobleskill,3.0,"Claxton, Antwan 3 Claxton, Antwan",25.0,24.0,824,33.0,176,314,0.561,50,101,0.495,70,93,0.753,472,18.9,54,157,211,8.4,75,86,60,61,35,View Bio
SUNY-Cobleskill,10.0,"Conteh, James 10 Conteh, James",24.0,21.0,597,24.9,153,332,0.461,35,108,0.324,64,78,0.821,405,16.9,11,76,87,3.6,44,30,37,18,17,View Bio
SUNY-Cobleskill,5.0,"Owens, Daniel 5 Owens, Daniel",24.0,22.0,680,28.3,106,229,0.463,26,78,0.333,33,45,0.733,271,11.3,11,72,83,3.5,75,76,68,46,11,View Bio
SUNY-Cobleskill,2.0,"Harris, Khayri 2 Harris, Khayri",12.0,3.0,185,15.4,41,95,0.432,11,40,0.275,26,31,0.839,119,9.9,2,12,14,1.2,20,21,14,15,1,View Bio
SUNY-Cobleskill,12.0,"Boyle, Devin 12 Boyle, Devin",23.0,1.0,342,14.9,54,131,0.412,37,89,0.416,10,11,0.909,155,6.7,10,31,41,1.8,15,32,17,19,0,View Bio
SUNY-Cobleskill,23.0,"Jordan, Jahmr 23 Jordan, Jahmr",5.0,2.0,73,14.6,11,23,0.478,2,10,0.2,5,8,0.625,29,5.8,6,3,9,1.8,8,7,7,7,0,View Bio
SUNY-Cobleskill,23.0,"Hines, Darius 23 Hines, Darius",9.0,1.0,137,15.2,18,50,0.36,8,28,0.286,3,3,1.0,47,5.2,2,11,13,1.4,8,12,11,4,0,View Bio
SUNY-Cobleskill,15.0,"Glasheen, Scott 15 Glasheen, Scott",24.0,16.0,432,18.0,43,85,0.506,7,34,0.206,17,20,0.85,110,4.6,8,49,57,2.4,23,67,28,17,3,View Bio
SUNY-Cobleskill,24.0,"Bicknese, Lorenzo 24 Bicknese, Lorenzo",25.0,9.0,378,15.1,34,92,0.37,22,67,0.328,5,6,0.833,95,3.8,23,37,60,2.4,32,25,15,14,2,View Bio
SUNY-Cobleskill,14.0,"Cadet, Kevin 14 Cadet, Kevin",12.0,0.0,86,7.2,16,38,0.421,7,23,0.304,3,4,0.75,42,3.5,4,14,18,1.5,1,6,1,1,2,View Bio
SUNY-Cobleskill,11.0,"Wilson, Kahlil 11 Wilson, Kahlil",24.0,6.0,378,15.8,31,52,0.596,0,5,0.0,20,34,0.588,82,3.4,28,52,80,3.3,48,30,18,23,17,View Bio
SUNY-Cobleskill,21.0,"Camara, Alpha 21 Camara, Alpha",13.0,8.0,149,11.5,10,31,0.323,4,12,0.333,7,13,0.538,31,2.4,10,26,36,2.8,20,3,10,0,8,View Bio
SUNY-Cobleskill,4.0,"Robinson, JayQuan 04 Robinson, JayQuan",7.0,0.0,30,4.3,4,14,0.286,3,10,0.3,3,5,0.6,14,2.0,4,3,7,1.0,3,1,1,1,0,View Bio
SUNY-Cobleskill,0.0,"Knight, Mike 0 Knight, Mike",16.0,1.0,164,10.3,11,30,0.367,6,20,0.3,1,8,0.125,29,1.8,10,11,21,1.3,21,10,4,2,0,View Bio
SUNY-Cobleskill,34.0,"Stone, Bradley 34 Stone, Bradley",18.0,7.0,172,9.6,11,20,0.55,0,0,0.0,7,13,0.538,29,1.6,14,14,28,1.6,28,4,7,3,4,View Bio
SUNY-Cobleskill,20.0,"Vaval Paris, Marques 20 Vaval Paris, Marques",7.0,1.0,32,4.6,4,10,0.4,2,5,0.4,1,2,0.5,11,1.6,0,2,2,0.3,3,2,0,0,0,View Bio
SUNY-Cobleskill,22.0,"McKoy, Mike 22 McKoy, Mike",17.0,0.0,133,7.8,12,37,0.324,3,16,0.188,1,2,0.5,28,1.6,2,10,12,0.7,10,15,9,8,0,View Bio
SUNY-Cobleskill,33.0,"Anthony, Shaquill 33 Anthony, Shaquill",7.0,1.0,22,3.1,3,7,0.429,0,1,0.0,3,5,0.6,9,1.3,3,6,9,1.3,3,0,2,1,1,View Bio
SUNY-Cobleskill,1.0,"McGill, Ja'Quan 1 McGill, Ja'Quan",18.0,1.0,164,9.1,5,37,0.135,5,29,0.172,3,4,0.75,18,1.0,2,21,23,1.3,7,10,5,1,0,View Bio
SUNY-Cobleskill,31.0,"Mignone, Mike 31 Mignone, Mike",6.0,0.0,14,2.3,1,2,0.5,1,1,1.0,0,0,0.0,3,0.5,0,1,1,0.2,1,2,1,1,0,View Bio
SUNY-Cobleskill,20.0,"Vaval Paris, Marques 20 Vaval Paris, Marques",2.0,0.0,5,2.5,0,1,0.0,0,0,0.0,1,2,0.5,1,0.5,0,0,0,0.0,0,0,0,1,0,View Bio
SUNY-Cobleskill,32.0,"Cleaves, Kaadeer 32 Cleaves, Kaadeer",6.0,0.0,17,2.8,1,6,0.167,0,0,0.0,0,2,0.0,2,0.3,1,2,3,0.5,4,0,2,2,0,View Bio
SUNY-Cobleskill,25.0,"Reddic, Steve 25 Reddic, Steve",5.0,1.0,8,1.6,0,2,0.0,0,0,0.0,0,0,0.0,0,0.0,0,1,1,0.2,0,0,0,0,0,View Bio
SUNY-Cobleskill,33.0,"Anthony, Shaquill 33 Anthony, Shaquill",1.0,0.0,3,3.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0.0,0,1,1,1.0,0,0,0,0,0,View Bio
SUNY-Cobleskill,,Total,25.0,,5025,201.0,745,1639,0.455,229,677,0.338,283,389,0.728,2002,80.08,236,661,897,35.9,449,439,322,245,101,
SUNY-Cobleskill,,Opponents,,,5026,201.0,641,1500,0.427,176,526,0.335,366,532,0.688,1824,72.96,286,709,995,39.8,381,351,463,150,48,
Trinity (Conn.),10.0,"Jorden Jr., Donald 10 Jorden Jr., Donald",20.0,18.0,578,28.9,108,188,0.574,1,1,1.0,76,98,0.776,293,14.7,78,114,192,9.6,50,25,29,21,21,View Bio
Trinity (Conn.),32.0,"Callahan-Gold, Ben 32 Callahan-Gold, Ben",19.0,13.0,459,24.2,92,224,0.411,59,156,0.378,17,23,0.739,260,13.7,23,110,133,7.0,36,14,17,11,16,View Bio
Trinity (Conn.),22.0,"Redd, C.J. 22 Redd, C.J.",19.0,15.0,478,25.2,73,178,0.41,15,59,0.254,52,65,0.8,213,11.2,3,73,76,4.0,47,39,53,9,6,View Bio
Trinity (Conn.),15.0,"Otoo, Gilbert 15 Otoo, Gilbert",24.0,23.0,596,24.8,97,234,0.415,25,70,0.357,30,45,0.667,249,10.4,26,73,99,4.1,41,29,41,13,10,View Bio
Trinity (Conn.),11.0,"Dorion, Will 11 Dorion, Will",24.0,23.0,658,27.4,77,218,0.353,14,62,0.226,46,73,0.63,214,8.9,20,81,101,4.2,40,109,43,15,1,View Bio
Trinity (Conn.),4.0,"Smith, Dana 04 Smith, Dana",22.0,20.0,516,23.5,39,103,0.379,11,40,0.275,29,48,0.604,118,5.4,40,81,121,5.5,45,22,17,22,10,View Bio
Trinity (Conn.),13.0,"Johnson, Kualim 13 Johnson, Kualim",12.0,0.0,167,13.9,25,59,0.424,3,10,0.3,12,15,0.8,65,5.4,10,28,38,3.2,23,3,10,10,2,View Bio
Trinity (Conn.),2.0,"Mola, Tyler 02 Mola, Tyler",23.0,1.0,283,12.3,42,111,0.378,21,62,0.339,16,18,0.889,121,5.3,4,41,45,2.0,24,16,16,11,1,View Bio
Trinity (Conn.),30.0,"Lue, Darius 30 Lue, Darius",23.0,6.0,517,22.5,38,103,0.369,24,68,0.353,9,11,0.818,109,4.7,10,50,60,2.6,31,24,16,23,5,View Bio
Trinity (Conn.),23.0,"McEachern, Ethan 23 McEachern, Ethan",24.0,4.0,379,15.8,29,94,0.309,13,40,0.325,14,15,0.933,85,3.5,6,35,41,1.7,29,88,32,10,1,View Bio
Trinity (Conn.),1.0,"Hoch, Joseph 01 Hoch, Joseph",21.0,0.0,176,8.4,25,49,0.51,3,14,0.214,7,9,0.778,60,2.9,9,14,23,1.1,12,9,15,6,3,View Bio
Trinity (Conn.),14.0,"Okpoebo, Sean 14 Okpoebo, Sean",3.0,0.0,30,10.0,2,5,0.4,0,0,0.0,2,2,1.0,6,2.0,3,0,3,1.0,5,2,2,1,0,View Bio
Trinity (Conn.),45.0,"Macarchuk, Sean 45 Macarchuk, Sean",13.0,0.0,63,4.8,8,13,0.615,3,5,0.6,3,7,0.429,22,1.7,4,7,11,0.8,5,0,3,4,0,View Bio
Trinity (Conn.),20.0,"Whitt, Jared 20 Whitt, Jared",16.0,1.0,112,7.0,12,26,0.462,0,0,0.0,2,2,1.0,26,1.6,13,12,25,1.6,18,2,8,2,1,View Bio
Trinity (Conn.),24.0,"Yetman, Ethan 24 Yetman, Ethan",11.0,0.0,70,6.4,5,15,0.333,0,3,0.0,4,4,1.0,14,1.3,2,9,11,1.0,6,7,3,5,0,View Bio
